SW837	SW1463	RCM-1	CaR-1	SNU-283	SNU-61
MIR548K	0	0.667	0	0.667	-0.5	0.667
PPFIA1	0	0.667	0	0.667	-0.5	0.667
CTTN	0	0.667	0	0.667	-0.5	0.667
SHANK2	0	0.667	0	0.667	-0.5	0.667
MIR3664	0	0.667	0	0.667	-0.5	0.667
FLJ42102	0	0.667	0	0.667	-0.5	0.667
DHCR7	0	0.667	0	0.667	-0.5	0.667
NADSYN1	0	0.667	0	0.667	-0.5	0.667
KRTAP5-7	0	0.667	0	0.667	-0.5	0.667
KRTAP5-8	0	0.667	0	0.667	-0.5	0.667
KRTAP5-9	0	0.667	0	0.667	-0.5	0.667
KRTAP5-10	0	0.667	0	0.667	-0.5	0.667
KRTAP5-11	0	0.667	0	0.667	-0.5	0.667
PAK1	1	0.667	0	0.667	-0.5	0.667
AQP11	1	0.667	0	0.667	-0.5	0.667
CLNS1A	1	0.667	0	0.667	-0.5	0.667
RSF1	1	0.667	0	0.667	-0.5	0.667
INTS4	1	0.667	0	0.667	-0.5	0.667
KCTD14	1	0.667	0	0.667	-0.5	0.667
NDUFC2-KCTD14	1	0.667	0	0.667	-0.5	0.667
NDUFC2	1	0.667	0	0.667	-0.5	0.667
THRSP	1	0.667	0	0.667	-0.5	0.667
ALG8	1	0.667	0	0.667	-0.5	0.667
KCTD21	1	0.667	0	0.667	-0.5	0.667
USP35	1	0.667	0	0.667	-0.5	0.667
GAB2	1	0.667	0	0.667	-0.5	0.667
FAM138D	0	0.667	0	0.667	0	0
IQSEC3	0	0.667	0	0.667	0	0
LOC100288778	0	0.667	0	0.667	0	0
SLC6A12	0	0.667	0	0.667	0	0
SLC6A13	0	0.667	0	0.667	0	0
KDM5A	0	0.667	0	0.667	0	0
CCDC77	0	0.667	0	0.667	0	0
B4GALNT3	0	0.667	0	0.667	0	0
NINJ2	0	0.667	0	0.667	0	0
WNK1	0	0.667	0	0.667	0	0
RAD52	0	0.667	0	0.667	0	0
ERC1	0	0.667	0	0.667	0	0
FBXL14	0	0.667	0	0.667	0	0
WNT5B	0	0.667	0	0.667	0	0
ADIPOR2	0	0.667	0	0.667	0	0
MIR3649	0	0.667	0	0.667	0	0
CACNA2D4	0	0.667	0	0.667	0	0
LRTM2	0	0.667	0	0.667	0	0
DCP1B	0	0.667	0	0.667	0	0
CACNA1C	0	0.667	0	0.667	0	0
FKBP4	0	0.667	0	0.667	0	0
ITFG2	0	0.667	0	0.667	0	0
NRIP2	0	0.667	0	0.667	0	0
LOC100507424	0	0.667	0	0.667	0	0
FOXM1	0	0.667	0	0.667	0	0
TULP3	0	0.667	0	0.667	0	0
TEAD4	0	0.667	0	0.667	0	0
TSPAN9	0	0.667	0	0.667	0	0
PRMT8	0	0.667	0	0.667	0	0
EFCAB4B	0	0.667	0	0.667	0	0
PARP11	0	0.667	0	0.667	0	0
CCND2	0	0.667	0	0.667	0	0
C12orf5	0	0.667	0	0.667	0	0
FGF23	0	0.667	0	0.667	0	0
FGF6	0	0.667	0	0.667	0	0
C12orf4	0	0.667	0	0.667	0	0
RAD51AP1	0	0.667	0	0.667	0	0
DYRK4	0	0.667	0	0.667	0	0
AKAP3	0	0.667	0	0.667	0	0
NDUFA9	0	0.667	0	0.667	0	0
GALNT8	0	0.667	0	0.667	0	0
KCNA6	0	0.667	0	0.667	0	0
KCNA1	0	0.667	0	0.667	0	0
KCNA5	0	0.667	0	0.667	0	0
ANO2	0	0.667	0	0.667	0	0
VWF	0	0.667	0	0.667	0	0
IFFO1	0	0.667	0	-0.667	0	0
MIR1244-1|chr12	0	0.667	0	-0.667	0	0
MIR1244-2|chr12	0	0.667	0	-0.667	0	0
PRH1-PRR4	0	0.667	0	-0.667	0	0
TAS2R19	0	0.667	0	-0.667	0	0
TAS2R31	0	0.667	0	-0.667	0	0
TAS2R46	0	0.667	0	-0.667	0	0
TAS2R43	0	0.667	0	-0.667	0	0
TAS2R30	0	0.667	0	-0.667	0	0
LOC100129361	0	0.667	0	-0.667	0	0
TAS2R42	0	0.667	0	-0.667	0	0
ETV6	0	0.667	0	-0.667	0	0
BCL2L14	0	0.667	0	-0.667	0	0
LRP6	0	0.667	0	-0.667	0	0
PIK3C2G	0	0.667	0	-0.667	0	0
PLCZ1	0	0.667	0	-0.667	0	0
CAPZA3	0	0.667	0	-0.667	0	0
PLEKHA5	0	0.667	0	-0.667	0	0
AEBP2	0	0.667	0	-0.667	0	0
PDE3A	0	0.667	0	-0.667	0	0
SLCO1C1	0	0.667	0	-0.667	0	0
SLCO1B3	0	0.667	0	-0.667	0	0
SLCO1B7	0	0.667	0	-0.667	0	0
SLCO1B1	0	0.667	0	-0.667	0	0
SLCO1A2	0	0.667	0	-0.667	0	0
IAPP	0	0.667	0	-0.667	0	0
PYROXD1	0	0.667	0	-0.667	0	0
RECQL	0	0.667	0	-0.667	0	0
C12orf39	0	0.667	0	-0.667	0	0
GOLT1B	0	0.667	0	-0.667	0	0
GYS2	0	0.667	0	-0.667	0	0
LDHB	0	0.667	0	-0.667	0	0
KCNJ8	0	0.667	0	-0.667	0	0
ABCC9	0	0.667	0	-0.667	0	0
CMAS	0	0.667	0	-0.667	0	0
ST8SIA1	0	0.667	0	-0.667	0	0
ETNK1	0	0.667	0	-0.667	0	0
SOX5	0	0.667	0	-0.667	0	0
MIR920	0	0.667	0	-0.667	0	0
LINC00477	0	0.667	0	-0.667	0	0
BCAT1	0	0.667	0	-0.667	0	0
C12orf77	0	0.667	0	-0.667	0	0
LRMP	0	0.667	0	-0.667	0	0
CASC1	0	0.667	0	-0.667	0	0
LYRM5	0	0.667	0	-0.667	0	0
KRAS	0	0.667	0	-0.667	0	0
IFLTD1	0	0.667	0	-0.667	0	0
MIR4302	0	0.667	0	-0.667	0	0
RASSF8	0	0.667	0	-0.667	0	0
BHLHE41	0	0.667	0	-0.667	0	0
SSPN	0	0.667	0	-0.667	0	0
ITPR2	0	0.667	0	-1.293	0	0
ASUN	0	0.667	0	-0.667	0	0
FGFR1OP2	0	0.667	0	-0.667	0	0
TM7SF3	0	0.667	0	-0.667	0	0
MED21	0	0.667	0	-0.667	0	0
C12orf71	0	0.667	0	-0.667	0	0
STK38L	0	0.667	0	-0.667	0	0
ARNTL2	0	0.667	0	-0.667	0	0
PPFIBP1	0	0.667	0	-0.667	0	0
REP15	0	0.667	0	-0.667	0	0
MRPS35	0	0.667	0	-0.667	0	0
MANSC4	0	0.667	0	-0.667	0	0
PTHLH	0	0.667	0	-0.667	0	0
CCDC91	0	0.667	0	-0.667	0	0
FAR2	0	0.667	0	-0.667	0	0
ERGIC2	0	0.667	0	-0.667	0	0
OVCH1	0	0.667	0	-0.667	0	0
TMTC1	0	0.667	0	-0.667	0	0
DDX11	0	0.667	0	-0.667	0.5	0
FAM60A	0	0.667	0	-0.667	0.5	0
DENND5B	0	0.667	0	-0.667	0.5	0
ARHGEF25	0	0.667	0	-0.667	0	0
B4GALNT1	0	0.667	0	-0.667	0	0
SLC26A10	0	0.667	0	-0.667	0	0
OS9	0	0.667	0	-0.667	0	0
AGAP2	0	0.667	0	-0.667	0	0
CDK4	0	0.667	0	-0.667	0	0
TSPAN31	0	0.667	0	-0.667	0	0
MARCH9	0	0.667	0	-0.667	0	0
CYP27B1	0	0.667	0	-0.667	0	0
METTL1	0	0.667	0	-0.667	0	0
METTL21B	0	0.667	0	-0.667	0	0
TSFM	0	0.667	0	-0.667	0	0
AVIL	0	0.667	0	-0.667	0	0
CTDSP2	0	0.667	0	-0.667	0	0
MIR26A2	0	0.667	0	-0.667	0	0
XRCC6BP1	0	0.667	0	-0.667	0	0
DYRK2	0	0.667	0	-0.667	0	0
IFNG	0	0.667	0	-0.667	0	0
IL26	0	0.667	0	-0.667	0	0
IL22	0	0.667	0	-0.667	0	0
MDM1	0	0.667	0	-0.667	0	0
RAP1B	0	0.667	0	-0.667	0	0
SNORA70G	0	0.667	0	-0.667	0	0
NUP107	0	0.667	0	-0.667	0	0
SLC35E3	0	0.667	0	-0.667	0	0
MDM2	0	0.667	0	-0.667	0	0
CPM	0	0.667	0	-0.667	0	0
CPSF6	0	0.667	0	-0.667	0	0
MIR1279	0	0.667	0	-0.667	0	0
LYZ	0	0.667	0	-0.667	0	0
YEATS4	0	0.667	0	-0.667	0	0
FRS2	0	0.667	0	-0.667	0	0
CCT2	0	0.667	0	-0.667	0	0
MIR3913-1	0	0.667	0	-0.667	0	0
MIR3913-2	0	0.667	0	-0.667	0	0
LRRC10	0	0.667	0	-0.667	0	0
BEST3	0	0.667	0	-0.667	0	0
RAB3IP	0	0.667	0	-0.667	0	0
CNOT2	0	0.667	0	-0.667	0	0
KCNMB4	0	0.667	0	-0.667	0	0
PTPRB	0	0.667	0	-0.667	0	0
PTPRR	0	0.667	0	-0.667	0	0
ARL5C	0	0	0	0.667	-0.5	0
CACNB1	0	0	0	0.667	-0.5	0
RPL19	0	0	0	0.667	-0.5	0
STAC2	0	0	0	0.667	-0.5	0
FBXL20	0	0	0	0.667	-0.5	0
MED1	0	0	0	0.667	-0.5	0
CDK12	0	0	0	0.667	-0.5	0
NEUROD2	0	0	0	0.667	-0.5	0
PPP1R1B	0	0	0	0.667	-0.5	0
STARD3	0	0	0	0.667	-0.5	0
PNMT	0	0	0	0.667	-0.5	0
TCAP	0	0	0	0.667	-0.5	0
PGAP3	0	0	0	0.667	-0.5	0
ERBB2	0	0	0	0.667	-0.5	0
MIR4728	0	0	0	0.667	-0.5	0
GRB7	0	0	0	0.667	-0.5	0
MIEN1	0	0	0	0.667	-0.5	0
IKZF3	0	0	0	0.667	-0.5	0
ZPBP2	0	0	0	0.667	-0.5	0
GSDMB	0	0	0	0.667	-0.5	0
ORMDL3	0	0	0	0.667	-0.5	0
LRRC3C	0	0	0	0.667	-0.5	0
GSDMA	0	0	0	0.667	-0.5	0
PSMD3	0	0	0	0.667	-0.5	0
CSF3	0	0	0	0.667	-0.5	0
MED24	0	0	0	0.667	-0.5	0
SNORD124	0	0	0	0.667	-0.5	0
THRA	0	0	0	0.667	-0.5	0
NR1D1	0	0	0	0.667	-0.5	0
MSL1	0	0	0	0.667	-0.5	0
CASC3	0	0	0	0.667	-0.5	0
RAPGEFL1	0	0	0	0.667	-0.5	0
WIPF2	0	0	0	0.667	-0.5	0
ZNF726	-1	0	-0.667	0	-0.5	-0.667
ZNF254	-1	0	-0.667	0	-0.5	-0.667
LOC100505835	-1	0	-0.667	0	-0.5	-0.667
UQCRFS1	-1	0	-0.667	0	-0.5	-0.667
LOC284395	0	0	-0.667	0	-0.5	-0.667
VSTM2B	0	0	-0.667	0	-0.5	-0.667
POP4	0	0	-0.667	0	-0.5	-0.667
PLEKHF1	0	0	-0.667	0	-0.5	-0.667
C19orf12	0	0	-0.667	0	-0.5	-0.667
CCNE1	0	0	-0.667	0	-0.5	-0.667
URI1	0	0	-0.667	0	-0.5	-0.667
ZNF536	0	0	-0.667	0	-0.5	-0.667
DKFZp566F0947	0	0	-0.667	0	-0.5	-0.667
TSHZ3	0	0	-0.667	0	-0.5	-0.667
THEG5	0	0	-0.667	0	-0.5	-0.667
SIPA1L3	0	0	-0.667	0	-0.5	-0.667
RYR1	0	0	-0.667	0	-0.5	-0.667
RINL	0	0	-0.667	0	-0.5	-0.667
SIRT2	0	0	-0.667	0	-0.5	-0.667
NFKBIB	0	0	-0.667	0	-0.5	-0.667
SARS2	0	0	-0.667	0	-0.5	-0.667
FBXO17	0	0	-0.667	0	-0.5	-0.667
FBXO27	0	0	-0.667	0	-0.5	-0.667
PAK4	0	0	-0.667	0	-0.5	-0.667
PAPL	0	0	-0.667	0	-0.5	-0.667
NCCRP1	0	0	-0.667	0	-0.5	-0.667
SYCN	0	0	-0.667	0	-0.5	-0.667
LRFN1	0	0	-0.667	0	-0.5	-0.667
GMFG	0	0	-0.667	0	-0.5	-0.667
SAMD4B	0	0	-0.667	0	-0.5	-0.667
MED29	0	0	-0.667	0	-0.5	-0.667
PAF1	0	0	-0.667	0	-0.5	-0.667
MIR4530	0	0	-0.667	0	-0.5	-0.667
PLEKHG2	0	0	-0.667	0	-0.5	-0.667
ZFP36	0	0	-0.667	0	-0.5	-0.667
RPS16	0	0	-0.667	0	-0.5	-0.667
SUPT5H	0	0	-0.667	0	-0.5	-0.667
DLL3	0	0	-0.667	0	-0.5	-0.667
TIMM50	0	0	-0.667	0	-0.5	-0.667
SELV	0	0	-0.667	0	-0.5	-0.667
EID2B	0	0	-0.667	0	-0.5	-0.667
EID2	0	0	-0.667	0	-0.5	-0.667
LGALS13	0	0	-0.667	0	-0.5	-0.667
LOC100129935	0	0	-0.667	0	-0.5	-0.667
LGALS16	0	0	-0.667	0	-0.5	-0.667
LGALS17A	0	0	-0.667	0	-0.5	-0.667
LEUTX	0	0	-0.667	0	-0.5	-0.667
MACROD2	-1.293	1.333	-0.667	0	1	-0.667
FRG1B	0.999	0.667	1.99	0	1	-0.667
MLLT10P1	0.999	0.667	1.99	0	1	-0.667
DEFB115	0.999	0.667	1.99	0	1	-0.667
DEFB116	0.999	1.333	1.99	0	1	-0.667
DEFB118	0.999	1.333	1.99	0	1	-0.667
DEFB119	0.999	1.333	1.99	0	1	-0.667
DEFB121	0.999	1.333	1.99	0	1	-0.667
DEFB122	0.999	1.333	1.99	0	1	-0.667
DEFB123	0.999	1.333	1.99	0	1	-0.667
DEFB124	0.999	1.333	1.99	0	1	-0.667
LINC00028	0.999	1.333	1.99	0	1	-0.667
REM1	0.999	1.333	1.99	0	1	-0.667
HM13	0.999	1.333	1.99	0	1	-0.667
PSIMCT-1	0.999	1.333	1.99	0	1	-0.667
ID1	0.999	1.333	1.99	0	1	-0.667
MIR3193	0.999	1.333	1.99	0	1	-0.667
COX4I2	0.999	1.333	1.99	0	1	-0.667
BCL2L1	0.999	1.333	1.99	0	1	-0.667
TPX2	0.999	1.333	1.99	0	1	-0.667
MYLK2	0.999	1.333	1.99	0	1	-0.667
FOXS1	0.999	1.333	1.99	0	1	-0.667
DUSP15	0.999	1.333	1.99	0	1	-0.667
TTLL9	0.999	1.333	1.99	0	1	-0.667
PDRG1	0.999	1.333	1.99	0	1	-0.667
XKR7	0.999	1.333	1.99	0	1	-0.667
HCK	0.999	1.333	1.99	0	1	-0.667
TM9SF4	0.999	1.333	1.99	0	1	-0.667
PLAGL2	0.999	1.333	1.99	0	1	-0.667
POFUT1	0.999	1.333	1.99	0	1	-0.667
TSPY26P	0.999	1.333	1.99	0	1	-0.667
hsa-mir-1825	0.999	1.333	1.99	0	1	-0.667
KIF3B	0.999	1.333	1.99	0	1	-0.667
ASXL1	0.999	1.333	1.99	0	1	-0.667
C20orf112	0.999	1.333	1.99	0	1	-0.667
ITCH	0.999	1.333	1.333	0	1	-0.667
PTPRT	0.999	1.333	1.333	0	1	0.667
SRSF6	0.999	1.333	1.333	0	1	-0.667
L3MBTL1	0.999	1.333	1.333	0	1	-0.667
SGK2	0.999	1.333	1.333	0	1	-0.667
IFT52	0.999	1.333	1.333	0	1	-0.667
MYBL2	0.999	1.333	1.333	0	1	-0.667
GTSF1L	0.999	1.333	1.333	0	1	-0.667
TOX2	0.999	1.333	1.333	0	1	-0.667
JPH2	0.999	1.333	1.333	0	1	-0.667
GDAP1L1	0.999	1.333	1.333	0	1	-0.667
FITM2	0.999	1.333	1.333	0	1	-0.667
R3HDML	0.999	1.333	1.333	0	1	-0.667
HNF4A	0.999	1.333	1.333	0	1	-0.667
MIR3646	0.999	1.333	1.333	0	1	-0.667
SERINC3	0.999	1.333	1.333	0	1	-0.667
TTPAL	0.999	1.333	1.333	0	1	-0.667
PKIG	0.999	1.333	1.333	0	1	-0.667
ADA	0.999	1.333	1.333	0	1	-0.667
WISP2	0.999	1.333	1.333	0	1	-0.667
KCNK15	0.999	1.333	1.333	0	1	-0.667
RIMS4	0.999	1.333	1.333	0	1	-0.667
YWHAB	0.999	1.333	1.333	0	1	-0.667
PABPC1L	0.999	1.333	1.333	0	1	-0.667
TOMM34	0.999	1.333	1.333	0	1	-0.667
STK4	0.999	1.333	1.333	0	1	-0.667
KCNS1	0.999	1.333	1.333	0	1	-0.667
WFDC5	0.999	1.333	1.333	0	1	-0.667
WFDC12	0.999	1.333	1.333	0	1	-0.667
PI3	0.999	1.333	1.333	0	1	-0.667
SEMG1	0.999	1.333	1.333	0	1	-0.667
SEMG2	0.999	1.333	1.333	0	1	-0.667
SLPI	0.999	1.333	1.333	0	1	-0.667
MATN4	0.999	1.333	1.333	0	1	-0.667
RBPJL	0.999	1.333	1.333	0	1	-0.667
SDC4	0.999	1.333	1.333	0	1	-0.667
SYS1-DBNDD2	0.999	1.333	1.333	0	1	-0.667
SYS1	0.999	1.333	1.333	0	1	-0.667
DBNDD2	0.999	1.333	1.333	0	1	-0.667
TP53TG5	0.999	1.333	1.333	0	1	-0.667
PIGT	0.999	1.333	1.333	0	1	-0.667
WFDC2	0.999	1.333	1.333	0	1	-0.667
SPINT3	0.999	1.333	1.333	0	1	-0.667
WFDC6	0.999	1.333	1.333	0	1	-0.667
WFDC8	0.999	1.333	1.333	0	1	-0.667
WFDC9	0.999	1.333	1.333	0	1	-0.667
WFDC10A	0.999	1.333	1.333	0	1	-0.667
WFDC11	0.999	1.333	1.333	0	1	-0.667
WFDC10B	0.999	1.333	1.333	0	1	-0.667
WFDC13	0.999	1.333	1.333	0	1	-0.667
SPINT4	0.999	1.333	1.333	0	1	-0.667
WFDC3	0.999	1.333	1.333	0	1	-0.667
DNTTIP1	0.999	1.333	1.333	0	1	-0.667
UBE2C	0.999	1.333	1.333	0	1	-0.667
TNNC2	0.999	1.333	1.333	0	1	-0.667
SNX21	0.999	1.333	1.333	0	1	-0.667
ACOT8	0.999	1.333	1.333	0	1	-0.667
ZSWIM3	0.999	1.333	1.333	0	1	-0.667
CTSA	0.999	1.333	1.333	0	1	-0.667
NEURL2	0.999	1.333	1.333	0	1	-0.667
PLTP	0.999	1.333	1.333	0	1	-0.667
SPATA25	0.999	1.333	1.333	0	1	-0.667
ZSWIM1	0.999	1.333	1.333	0	1	-0.667
PCIF1	0.999	1.333	1.333	0	1	-0.667
ZNF335	0.999	1.333	1.333	0	1	-0.667
MMP9	0.999	1.333	1.333	0	1	-0.667
SLC12A5	0.999	1.333	1.333	0	1	-0.667
NCOA5	0.999	1.333	1.333	0	1	-0.667
CD40	0.999	1.333	1.333	0	1	-0.667
CDH22	0.999	1.333	1.333	0	1	-0.667
SLC35C2	0.999	1.333	1.333	0	1	-0.667
ELMO2	0.999	1.333	1.333	0	1	-0.667
MKRN7P	0.999	1.333	1.333	0	1	-0.667
ZNF334	0.999	1.333	1.333	0	1	-0.667
SLC13A3	0.999	1.333	1.333	0	1	-0.667
SLC2A10	0.999	1.333	1.333	0	1	-0.667
TP53RK	0.999	1.333	1.333	0	1	-0.667
EYA2	0.999	1.333	1.333	0	1	0.667
MIR3616	0.999	1.333	1.333	0	1	0.667
ZMYND8	0.999	1.333	1.333	0	1	0.667
LOC100131496	0.999	1.333	1.333	0	1	0.667
NCOA3	0.999	1.333	1.333	0	1	0.667
SULF2	0.999	1.333	1.333	0	1	0.667
LINC00494	0.999	1.333	1.333	0	1	0.667
PREX1	0.999	1.333	1.333	0	1	0.667
ARFGEF2	0.999	1.333	1.333	0	1	0.667
CSE1L	0.999	1.333	1.333	0	1	0.667
STAU1	0.999	1.333	1.333	0	1	0.667
DDX27	0.999	1.333	1.333	0	1	0.667
ZNFX1	0.999	1.333	1.333	0	1	0.667
SNORD12B	0.999	1.333	1.333	0	1	0.667
SNORD12C	0.999	1.333	1.333	0	1	0.667
SNORD12	0.999	1.333	1.333	0	1	0.667
hsa-mir-1259	0.999	1.333	1.333	0	1	0.667
KCNB1	0.999	1.333	1.333	0	1	0.667
PTGIS	0.999	1.333	1.333	0	1	0.667
B4GALT5	0.999	1.333	1.333	0	1	0.667
SLC9A8	0.999	1.333	1.333	0	1	0.667
SPATA2	0.999	1.333	1.333	0	1	0.667
RNF114	0.999	1.333	1.333	0	1	0.667
SNAI1	0.999	1.333	1.333	0	1	0.667
TMEM189-UBE2V1	0.999	1.333	1.333	0	1	0.667
UBE2V1	0.999	1.333	1.333	0	1	0.667
TMEM189	0.999	1.333	1.333	0	1	0.667
CEBPB	0.999	1.333	1.333	0	1	0.667
PTPN1	0.999	1.333	1.333	0	1	0.667
FAM65C	0.999	1.333	1.333	0	1	0.667
MIR645	0.999	1.333	1.333	0	1	0.667
hsa-mir-1302-5	0.999	1.333	1.333	0	1	0.667
PARD6B	0.999	1.333	1.333	0	1	0.667
BCAS4	0.999	1.333	1.333	0	1	0.667
ADNP	0.999	1.333	1.333	0	1	0.667
DPM1	0.999	1.333	1.333	0	1	0.667
MOCS3	0.999	1.333	1.333	0	1	0.667
KCNG1	0.999	1.333	1.333	0	1	0.667
NFATC2	0.999	1.333	1.333	0	1	0.667
MIR3194	0.999	1.333	1.333	0	1	0.667
ATP9A	0.999	1.333	1.333	0	1	0.667
SALL4	0.999	1.333	2	0	1	0.667
ZFP64	0.999	1.333	2	0	1	0.667
TSHZ2	0.999	1.333	2	0	1	0.667
ZNF217	0.999	1.333	2	0	1	0.667
SUMO1P1	0.999	1.333	2	0	1	0.667
BCAS1	0.999	1.333	2	0	1	0.667
MIR4756	0.999	1.333	2	0	1	0.667
CYP24A1	0.999	1.333	2	0	1	0.667
PFDN4	0.999	1.333	2	0	1	0.667
DOK5	0.999	1.333	2	0	1	0.667
CBLN4	0.999	1.333	2	0	0.5	0.667
MC3R	0.999	1.333	1.333	0	0.5	0.667
FAM210B	0.999	1.333	1.333	0	0.5	0.667
AURKA	0.999	1.333	1.333	0	0.5	0.667
CSTF1	0.999	1.333	1.333	0	0.5	0.667
CASS4	0.999	1.333	1.333	0	0.5	0.667
GCNT7	0.999	1.333	1.333	0	0.5	0.667
FAM209A	0.999	1.333	1.333	0	0.5	0.667
FAM209B	0.999	1.333	1.333	0	0.5	0.667
TFAP2C	0.999	1.333	1.333	0	0.5	0.667
BMP7	0.999	1.333	1.333	0	0.5	0.667
MIR4325	0.999	1.333	1.333	0	0.5	0.667
MIR5095	0.999	1.333	1.333	0	0.5	0.667
MTRNR2L3	0.999	1.333	1.333	0	0.5	0.667
RAE1	0.999	1.333	1.333	0	0.5	0.667
SPO11	0.999	1.333	1.333	0	0.5	0.667
RBM38	0.999	1.333	1.333	0	0.5	0.667
CTCFL	0.999	1.333	1.333	0	0.5	0.667
PCK1	0.999	1.333	1.333	0	0.5	0.667
ZBP1	0.999	1.333	1.333	0	0.5	0.667
PMEPA1	0.999	1.333	1.333	0	0.5	0.667
MIR4532	0.999	1.333	1.333	0	0.5	0.667
C20orf85	0.999	1.333	1.333	0	0.5	0.667
PPP4R1L	0.999	1.333	1.333	0	0.5	0.667
RAB22A	0.999	1.333	1.333	0	0.5	0.667
VAPB	0.999	1.333	1.333	0	0.5	0.667
APCDD1L	0.999	1.333	1.333	0	0.5	0.667
STX16-NPEPL1	0.999	1.333	1.333	0	0.5	0.667
STX16	0.999	1.333	1.333	0	0.5	0.667
NPEPL1	0.999	1.333	1.333	0	0.5	0.667
GNAS-AS1	0.999	1.333	1.333	0	0.5	2
MIR296	0.999	1.333	1.333	0	0.5	2
MIR298	0.999	1.333	1.333	0	0.5	2
GNAS	0.999	1.333	1.333	0	0.5	2
CTSZ	0.999	1.333	1.333	0	0.5	2
TUBB1	0.999	1.333	1.333	0	0.5	2
ATP5E	0.999	1.333	1.333	0	0.5	2
SLMO2-ATP5E	0.999	1.333	1.333	0	0.5	2
SLMO2	0.999	1.333	1.333	0	0.5	2
ZNF831	0.999	1.333	1.333	0	0.5	2
EDN3	0.999	1.333	1.333	0	0.5	2
PHACTR3	0.999	1.333	1.333	0	0.5	2
LOC100506384	0.999	1.333	1.333	0	0.5	2
SYCP2	0.999	1.333	1.333	0	0.5	2
FAM217B	0.999	1.333	1.333	0	0.5	2
PPP1R3D	0.999	1.333	1.333	0	0.5	2
CDH26	0.999	1.333	1.333	0	0.5	2
C20orf197	0.999	1.333	1.333	0	0.5	2
hsa-mir-646	0.999	1.333	1.333	0	0.5	2
MIR4533	0.999	1.333	1.333	0	0.5	2
CDH4	0.999	1.333	1.333	0	0.5	2
MIR1257	0.999	1.333	1.333	0	0.5	-0.667
TAF4	0.999	1.333	1.333	0	0.5	-0.667
hsa-mir-3195	0.999	1.333	1.333	0	0.5	-0.667
LSM14B	0.999	1.333	1.333	0	0.5	-0.667
PSMA7	0.999	1.333	1.333	0	0.5	-0.667
SS18L1	0.999	1.333	1.333	0	0.5	-0.667
HRH3	0.999	1.333	1.333	0	0.5	-0.667
OSBPL2	0.999	1.333	1.333	0	0.5	-0.667
ADRM1	0.999	1.333	1.333	0	0.5	-0.667
LAMA5	0.999	1.333	1.333	0	0.5	-0.667
MIR4758	0.999	1.333	1.333	0	0.5	-0.667
CABLES2	0.999	1.333	1.333	0	0.5	-0.667
RPS21	0.999	1.333	1.333	0	0.5	-0.667
GATA5	0.999	1.333	1.333	0	0.5	-0.667
C20orf166-AS1	0.999	1.333	1.333	0	0.5	-0.667
C20orf166	0.999	1.333	1.333	0	0.5	-0.667
MIR1-1	0.999	1.333	1.333	0	0.5	-0.667
MIR133A2	0.999	1.333	1.333	0	0.5	-0.667
SLCO4A1	0.999	1.333	1.333	0	0.5	-0.667
NTSR1	0.999	1.333	1.333	0	0.5	-0.667
OGFR	0.999	1.333	1.333	0	0.5	-0.667
COL9A3	0.999	1.333	1.333	0	0.5	-0.667
DPH3P1	0.999	1.333	1.333	0	0.5	-0.667
TCFL5	0.999	1.333	1.333	0	0.5	-0.667
DIDO1	0.999	1.333	1.333	0	0.5	-0.667
SLC17A9	0.999	1.333	1.333	0	0.5	-0.667
BHLHE23	0.999	1.333	1.333	0	0.5	-0.667
LINC00029	0.999	1.333	1.333	0	0.5	-0.667
HAR1B	0.999	1.333	1.333	0	0.5	-0.667
HAR1A	0.999	1.333	1.333	0	0.5	-0.667
MIR124-3	0.999	1.333	1.333	0	0.5	-0.667
YTHDF1	0.999	1.333	1.333	0	0.5	-0.667
BIRC7	0.999	1.333	1.333	0	0.5	-0.667
MIR3196	0.999	1.333	1.333	0	0.5	-0.667
NKAIN4	0.999	1.333	1.333	0	0.5	-0.667
FLJ16779	0.999	1.333	1.333	0	0.5	-0.667
ARFGAP1	0.999	1.333	1.333	0	0.5	0.667
COL20A1	0.999	1.333	1.333	0	0.5	0.667
MIR4326	0.999	1.333	1.333	0	0.5	0.667
CHRNA4	0.999	1.333	1.333	0	0.5	0.667
KCNQ2	0.999	1.333	1.333	0	0.5	0.667
EEF1A2	0.999	1.333	1.333	0	0.5	-0.667
C20orf195	0.999	1.333	1.333	0	0.5	-0.667
PPDPF	0.999	1.333	1.333	0	0.5	-0.667
PTK6	0.999	1.333	1.333	0	0.5	-0.667
SRMS	0.999	1.333	1.333	0	0.5	-0.667
GMEB2	0.999	1.333	1.333	0	0.5	-0.667
STMN3	0.999	1.333	1.333	0	0.5	-0.667
RTEL1-TNFRSF6B	0.999	1.333	1.333	0	0.5	-0.667
RTEL1	0.999	1.333	1.333	0	0.5	-0.667
ARFRP1	0.999	1.333	1.333	0	0.5	-0.667
TNFRSF6B	0.999	1.333	1.333	0	0.5	-0.667
LIME1	0.999	1.333	1.333	0	0.5	-0.667
SLC2A4RG	0.999	1.333	1.333	0	0.5	-0.667
ZBTB46	0.999	1.333	1.333	0	0.5	-0.667
ZGPAT	0.999	1.333	1.333	0	0.5	-0.667
ABHD16B	0.999	1.333	1.333	0	0.5	-0.667
DNAJC5	0.999	1.333	1.333	0	0.5	-0.667
TPD52L2	0.999	1.333	1.333	0	0.5	-0.667
MIR941-1	0.999	1.333	1.333	0	0.5	-0.667
